RowID	TableID	RhymeSegment	page	row_in_source	raw_text	rhyme_raw	OC_RhymeGroup	tones_raw	rhyme_tokens	tone_tokens	rhyme_numbers	source	alignment_issue	notes	image_refs
ROW_P184_T002_p184_r0005	P184_T002	10	184	19	欲、恐 屋、東部 入—上 《《爲吏治官及黔 首》	欲、恐	屋、東部	入—上	欲 | 恐	入 | 上		"《《爲吏治官及黔
首》"		"{""cells"": [""10"", ""欲、恐"", ""屋、東部"", ""入—上"", ""《《爲吏治官及黔\n首》""], ""cells_with_img_placeholders"": [""10"", ""欲、恐"", ""屋、東部"", ""入—上"", ""《《爲吏治官及黔\n首》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p184_001
ROW_P185_T001_p185_r0003	P185_T001	31	185	2	能、吏、治、悔 之部 平—去—去—上 《爲吏之道》	能、吏、治、悔	之部	平—去—去—上	能 | 吏 | 治 | 悔	平 | 去 | 去 | 上		《爲吏之道》		"{""cells"": [""31"", ""能、吏、治、悔"", ""之部"", ""平—去—去—上"", ""《爲吏之道》""], ""cells_with_img_placeholders"": [""31"", ""能、吏、治、悔"", ""之部"", ""平—去—去—上"", ""《爲吏之道》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P185_T001_p185_r0005	P185_T001	6	185	4	絲、已、侍 之部 平—上—去 《馬心》	絲、已、侍	之部	平—上—去	絲 | 已 | 侍	平 | 上 | 去		《馬心》		"{""cells"": [""6"", ""絲、已、侍"", ""之部"", ""平—上—去"", ""《馬心》""], ""cells_with_img_placeholders"": [""6"", ""絲、已、侍"", ""之部"", ""平—上—去"", ""《馬心》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P185_T001_p185_r0007	P185_T001	6	185	6	行、病、當、亡 陽部 平—去—上—平 《魯九次問數於 陳起》	行、病、當、亡	陽部	平—去—上—平	行 | 病 | 當 | 亡	平 | 去 | 上 | 平		"《魯九次問數於
陳起》"		"{""cells"": [""6"", ""行、病、當、亡"", ""陽部"", ""平—去—上—平"", ""《魯九次問數於\n陳起》""], ""cells_with_img_placeholders"": [""6"", ""行、病、當、亡"", ""陽部"", ""平—去—上—平"", ""《魯九次問數於\n陳起》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P185_T001_p185_r0008	P185_T001	47	185	7	恙、良、羊、享、 慶、皇、亡 陽部 去—平—平— 上—去—平—平 《禹九策》	"恙、良、羊、享、
慶、皇、亡"	陽部	"去—平—平—
上—去—平—平"	恙 | 良 | 羊 | 享 | 慶 | 皇 | 亡	去 | 平 | 平 | 上 | 去 | 平 | 平		《禹九策》		"{""cells"": [""47"", ""恙、良、羊、享、\n慶、皇、亡"", ""陽部"", ""去—平—平—\n上—去—平—平"", ""《禹九策》""], ""cells_with_img_placeholders"": [""47"", ""恙、良、羊、享、\n慶、皇、亡"", ""陽部"", ""去—平—平—\n上—去—平—平"", ""《禹九策》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P185_T001_p185_r0009	P185_T001	49	185	8	旅、舍、居、故 魚部 上—上—平—去	旅、舍、居、故	魚部	上—上—平—去	旅 | 舍 | 居 | 故	上 | 上 | 平 | 去		《禹九策》		"{""cells"": [""49"", ""旅、舍、居、故"", ""魚部"", ""上—上—平—去"", """"], ""cells_with_img_placeholders"": [""49"", ""旅、舍、居、故"", ""魚部"", ""上—上—平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P185_T001_p185_r0010	P185_T001	65	185	9	正、定、 、聼、 正、清、敬、幸、 聖、定、廷、姓、 命、屏 耕部 去—去—去— 平—去—平— 去—上—去— 去—平—去— 去—平 《教女》	"正、定、 、聼、
正、清、敬、幸、
聖、定、廷、姓、
命、屏"	耕部	"去—去—去—
平—去—平—
去—上—去—
去—平—去—
去—平"	正 | 定 | 聼 | 正 | 清 | 敬 | 幸 | 聖 | 定 | 廷 | 姓 | 命 | 屏	去 | 去 | 去 | 平 | 去 | 平 | 去 | 上 | 去 | 去 | 平 | 去 | 去 | 平		《教女》	1	"{""cells"": [""65"", ""正、定、 、聼、\n正、清、敬、幸、\n聖、定、廷、姓、\n命、屏"", ""耕部"", ""去—去—去—\n平—去—平—\n去—上—去—\n去—平—去—\n去—平"", ""《教女》""], ""cells_with_img_placeholders"": [""65"", ""正、定、 、聼、\n正、清、敬、幸、\n聖、定、廷、姓、\n命、屏"", ""耕部"", ""去—去—去—\n平—去—平—\n去—上—去—\n去—平—去—\n去—平"", ""《教女》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P185_T001_p185_r0011	P185_T001	65	185	10	令、令、謹、身、 人、逺 耕、真、元部 去—去—上— 平—平—上	"令、令、謹、身、
人、逺"	耕、真、元部	"去—去—上—
平—平—上"	令 | 令 | 謹 | 身 | 人 | 逺	去 | 去 | 上 | 平 | 平 | 上		《教女》		"{""cells"": ["""", ""令、令、謹、身、\n人、逺"", ""耕、真、元部"", ""去—去—上—\n平—平—上"", """"], ""cells_with_img_placeholders"": ["""", ""令、令、謹、身、\n人、逺"", ""耕、真、元部"", ""去—去—上—\n平—平—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], []], ""has_images"": true}"	IMG_p185_001
ROW_P186_T001_p186_r0001	P186_T001	67	186	1	巫、纑、惡、舉、 逋、處、鼠、屠、 語、賈、馬、所、 語、者、者、去 魚、鐸部 平—平—平— 上—平—去— 上—去—上— 上—上—上— 上—上—上—去		魚、鐸部	"巫、纑、惡、舉、
逋、處、鼠、屠、
語、賈、馬、所、
語、者、者、去 平—平—平—
上—平—去—
上—去—上—
上—上—上—
上—上—上—去"		巫 | 纑 | 惡 | 舉 | 逋 | 處 | 鼠 | 屠 | 語 | 賈 | 馬 | 所 | 語 | 者 | 者 | 去 | 平 | 平 | 平 | 上 | 平 | 去 | 上 | 去 | 上 | 上 | 上 | 上 | 上 | 上 | 上 | 去		《教女》		"{""cells"": [""67"", ""巫、纑、惡、舉、\n逋、處、鼠、屠、\n語、賈、馬、所、\n語、者、者、去"", ""魚、鐸部"", ""平—平—平—\n上—平—去—\n上—去—上—\n上—上—上—\n上—上—上—去"", """"], ""cells_with_img_placeholders"": [""67"", ""巫、纑、惡、舉、\n逋、處、鼠、屠、\n語、賈、馬、所、\n語、者、者、去"", ""魚、鐸部"", ""平—平—平—\n上—平—去—\n上—去—上—\n上—上—上—\n上—上—上—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P186_T002_p186_r0003	P186_T002	27	186	3	固、圖、耤、惡 魚、鐸部 去—平—入—入 《爲吏之道》	固、圖、耤、惡	魚、鐸部	去—平—入—入	固 | 圖 | 耤 | 惡	去 | 平 | 入 | 入		《爲吏之道》		"{""cells"": [""27"", ""固、圖、耤、惡"", ""魚、鐸部"", ""去—平—入—入"", ""《爲吏之道》""], ""cells_with_img_placeholders"": [""27"", ""固、圖、耤、惡"", ""魚、鐸部"", ""去—平—入—入"", ""《爲吏之道》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P186_T002_p186_r0004	P186_T002	61	186	4	事、司、食、福 之、職部 去—平—入—入 《祠》	事、司、食、福	之、職部	去—平—入—入	事 | 司 | 食 | 福	去 | 平 | 入 | 入		《祠》		"{""cells"": [""61"", ""事、司、食、福"", ""之、職部"", ""去—平—入—入"", ""《祠》""], ""cells_with_img_placeholders"": [""61"", ""事、司、食、福"", ""之、職部"", ""去—平—入—入"", ""《祠》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P186_T002_p186_r0006	P186_T002	24	186	6	斲、 、寇 侯部 入—平—去 《貞在黃鐘》	斲、 、寇	侯部	入—平—去	斲 | 寇	入 | 平 | 去		《貞在黃鐘》	1	"{""cells"": [""24"", ""斲、 、寇"", ""侯部"", ""入—平—去"", ""《貞在黃鐘》""], ""cells_with_img_placeholders"": [""24"", ""斲、 、寇"", ""侯部"", ""入—平—去"", ""《貞在黃鐘》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P186_T002_p186_r0008	P186_T002	4	186	8	居、席、孟 魚、鐸、陽部 平—入—去 《病心者》	居、席、孟	魚、鐸、陽部	平—入—去	居 | 席 | 孟	平 | 入 | 去		《病心者》		"{""cells"": [""4"", ""居、席、孟"", ""魚、鐸、陽部"", ""平—入—去"", ""《病心者》""], ""cells_with_img_placeholders"": [""4"", ""居、席、孟"", ""魚、鐸、陽部"", ""平—入—去"", ""《病心者》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P186_T002_p186_r0010	P186_T002	12	186	10	幾、吉、吉、吉、 壹、七、頡、吉、 四、八、栗 質部 平—入—入— 入—入—入— 入—入—去— 入—入 《禹九策》	"幾、吉、吉、吉、
壹、七、頡、吉、
四、八、栗"	質部	"平—入—入—
入—入—入—
入—入—去—
入—入"	幾 | 吉 | 吉 | 吉 | 壹 | 七 | 頡 | 吉 | 四 | 八 | 栗	平 | 入 | 入 | 入 | 入 | 入 | 入 | 入 | 去 | 入 | 入		《禹九策》		"{""cells"": [""12"", ""幾、吉、吉、吉、\n壹、七、頡、吉、\n四、八、栗"", ""質部"", ""平—入—入—\n入—入—入—\n入—入—去—\n入—入"", ""《禹九策》""], ""cells_with_img_placeholders"": [""12"", ""幾、吉、吉、吉、\n壹、七、頡、吉、\n四、八、栗"", ""質部"", ""平—入—入—\n入—入—入—\n入—入—去—\n入—入"", ""《禹九策》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], [], [], [], [], [], []], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P186_T003_p186_r0003	P186_T003	24	186	12	（郭）、行、處 鐸、陽、魚部 入—平—上 《禹九策》	（郭）、行、處	鐸、陽、魚部	入—平—上	（郭） | 行 | 處	入 | 平 | 上		《禹九策》		"{""cells"": [""24"", ""（郭）、行、處"", ""鐸、陽、魚部"", ""入—平—上"", ""《禹九策》""], ""cells_with_img_placeholders"": [""24"", ""（郭）、行、處"", ""鐸、陽、魚部"", ""入—平—上"", ""《禹九策》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p186_001,IMG_p186_002
ROW_P187_T001_p187_r0003	P187_T001	12	187	2	耳、事、得、克 之、職部 上—去—入—入 《自天降令》	耳、事、得、克	之、職部	上—去—入—入	耳 | 事 | 得 | 克	上 | 去 | 入 | 入		《自天降令》		"{""cells"": [""12"", ""耳、事、得、克"", ""之、職部"", ""上—去—入—入"", ""《自天降令》""], ""cells_with_img_placeholders"": [""12"", ""耳、事、得、克"", ""之、職部"", ""上—去—入—入"", ""《自天降令》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": false}"	
ROW_P187_T002_p187_r0003	P187_T002	56	187	4	作、去、楚、妨、 糧 鐸、魚、陽部 入—去—上— 平—平 《祠祝之道》		鐸、魚、陽部	"作、去、楚、妨、
糧 入—去—上—
平—平"		作 | 去 | 楚 | 妨 | 糧 | 入 | 去 | 上 | 平 | 平		《祠祝之道》		"{""cells"": [""56"", ""作、去、楚、妨、\n糧"", ""鐸、魚、陽部"", ""入—去—上—\n平—平"", ""《祠祝之道》""], ""cells_with_img_placeholders"": [""56"", ""作、去、楚、妨、\n糧"", ""鐸、魚、陽部"", ""入—去—上—\n平—平"", ""《祠祝之道》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": false}"	
ROW_P191_T001_p191_r0001	P191_T001	56	191	1	嶽麓秦簡 《爲吏治官及黔首》 北大秦簡 《從政之經》 王家臺秦简 《政事之常》							《爲吏治官及黔首》 《從政之經》 《政事之常》		"{""cells"": [""睡虎地秦簡\n《爲吏之道》"", ""嶽麓秦簡\n《爲吏治官及黔首》"", ""北大秦簡\n《從政之經》"", ""王家臺秦简\n《政事之常》""], ""cells_with_img_placeholders"": [""睡虎地秦簡\n《爲吏之道》"", ""嶽麓秦簡\n《爲吏治官及黔首》"", ""北大秦簡\n《從政之經》"", ""王家臺秦简\n《政事之常》""], ""cell_image_map"": [[], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p191_001,IMG_p191_002,IMG_p191_003,IMG_p191_004,IMG_p191_005
ROW_P195_T001_p195_r0003	P195_T001	1	195	2	固、察、罰、刖、 夬、怨 魚、月、元部 去—入—入— 入—去—去 《爲吏之道》	"固、察、罰、刖、
夬、怨"	魚、月、元部	"去—入—入—
入—去—去"	固 | 察 | 罰 | 刖 | 夬 | 怨	去 | 入 | 入 | 入 | 去 | 去		《爲吏之道》		"{""cells"": [""1"", ""固、察、罰、刖、\n夬、怨"", ""魚、月、元部"", ""去—入—入—\n入—去—去"", ""《爲吏之道》""], ""cells_with_img_placeholders"": [""1"", ""固、察、罰、刖、\n夬、怨"", ""魚、月、元部"", ""去—入—入—\n入—去—去"", ""《爲吏之道》""], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0004	P195_T001	2	195	3	塞、力、能 職、蒸部 入—入—平	塞、力、能	職、蒸部	入—入—平	塞 | 力 | 能	入 | 入 | 平		《爲吏之道》		"{""cells"": [""2"", ""塞、力、能"", ""職、蒸部"", ""入—入—平"", """"], ""cells_with_img_placeholders"": [""2"", ""塞、力、能"", ""職、蒸部"", ""入—入—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0005	P195_T001	2	195	4	身、 真、元部 平—去	身、	真、元部	平—去	身	平 | 去		《爲吏之道》	1	"{""cells"": ["""", ""身、"", ""真、元部"", ""平—去"", """"], ""cells_with_img_placeholders"": ["""", ""身、"", ""真、元部"", ""平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0006	P195_T001	3	195	5	方、章 陽部 平—平	方、章	陽部	平—平	方 | 章	平 | 平		《爲吏之道》		"{""cells"": [""3"", ""方、章"", ""陽部"", ""平—平"", """"], ""cells_with_img_placeholders"": [""3"", ""方、章"", ""陽部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0007	P195_T001	3	195	6	員、門 文部 平—平	員、門	文部	平—平	員 | 門	平 | 平		《爲吏之道》		"{""cells"": ["""", ""員、門"", ""文部"", ""平—平"", """"], ""cells_with_img_placeholders"": ["""", ""員、門"", ""文部"", ""平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0008	P195_T001	4	195	7	、刖 月部 入—入	、刖	月部	入—入	刖	入 | 入		《爲吏之道》	1	"{""cells"": [""4"", ""、刖"", ""月部"", ""入—入"", """"], ""cells_with_img_placeholders"": [""4"", ""、刖"", ""月部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[]], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0009	P195_T001	5	195	8	哀、衰、柔 微、幽部 平—平—平	哀、衰、柔	微、幽部	平—平—平	哀 | 衰 | 柔	平 | 平 | 平		《爲吏之道》		"{""cells"": [""5"", ""哀、衰、柔"", ""微、幽部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""5"", ""哀、衰、柔"", ""微、幽部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0010	P195_T001	6	195	9	後、口 侯部 上—上	後、口	侯部	上—上	後 | 口	上 | 上		《爲吏之道》		"{""cells"": [""6"", ""後、口"", ""侯部"", ""上—上"", """"], ""cells_with_img_placeholders"": [""6"", ""後、口"", ""侯部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0011	P195_T001	6	195	10	戒、悔 職、之部 去—上	戒、悔	職、之部	去—上	戒 | 悔	去 | 上		《爲吏之道》		"{""cells"": ["""", ""戒、悔"", ""職、之部"", ""去—上"", """"], ""cells_with_img_placeholders"": ["""", ""戒、悔"", ""職、之部"", ""去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0012	P195_T001	7	195	11	利、死 質、脂部 去—平	利、死	質、脂部	去—平	利 | 死	去 | 平		《爲吏之道》		"{""cells"": [""7"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""7"", ""利、死"", ""質、脂部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0013	P195_T001	8	195	12	甚、甚 侵部 上—上	甚、甚	侵部	上—上	甚 | 甚	上 | 上		《爲吏之道》		"{""cells"": [""8"", ""甚、甚"", ""侵部"", ""上—上"", """"], ""cells_with_img_placeholders"": [""8"", ""甚、甚"", ""侵部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0014	P195_T001	8	195	13	得、得 職部 入—入	得、得	職部	入—入	得 | 得	入 | 入		《爲吏之道》		"{""cells"": ["""", ""得、得"", ""職部"", ""入—入"", """"], ""cells_with_img_placeholders"": ["""", ""得、得"", ""職部"", ""入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0015	P195_T001	9	195	14	身、貧、存 真、文部 平—平—平	身、貧、存	真、文部	平—平—平	身 | 貧 | 存	平 | 平 | 平		《爲吏之道》		"{""cells"": [""9"", ""身、貧、存"", ""真、文部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""9"", ""身、貧、存"", ""真、文部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0016	P195_T001	10	195	15	上、謗、當、行、 讓、賞 陽部 去—去—去— 去—去—上		陽部	"上、謗、當、行、
讓、賞 去—去—去—
去—去—上"		上 | 謗 | 當 | 行 | 讓 | 賞 | 去 | 去 | 去 | 去 | 去 | 上		《爲吏之道》		"{""cells"": [""10"", ""上、謗、當、行、\n讓、賞"", ""陽部"", ""去—去—去—\n去—去—上"", """"], ""cells_with_img_placeholders"": [""10"", ""上、謗、當、行、\n讓、賞"", ""陽部"", ""去—去—去—\n去—去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0017	P195_T001	11	195	16	迣、大、割、害、 貝 月部 去—去—入— 去—去	"迣、大、割、害、
貝"	月部	"去—去—入—
去—去"	迣 | 大 | 割 | 害 | 貝	去 | 去 | 入 | 去 | 去		《爲吏之道》		"{""cells"": [""11"", ""迣、大、割、害、\n貝"", ""月部"", ""去—去—入—\n去—去"", """"], ""cells_with_img_placeholders"": [""11"", ""迣、大、割、害、\n貝"", ""月部"", ""去—去—入—\n去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0018	P195_T001	12	195	17	敖、鼂、取、僂、 府 宵、侯部 平—平—上— 上—上	"敖、鼂、取、僂、
府"	宵、侯部	"平—平—上—
上—上"	敖 | 鼂 | 取 | 僂 | 府	平 | 平 | 上 | 上 | 上		《爲吏之道》		"{""cells"": [""12"", ""敖、鼂、取、僂、\n府"", ""宵、侯部"", ""平—平—上—\n上—上"", """"], ""cells_with_img_placeholders"": [""12"", ""敖、鼂、取、僂、\n府"", ""宵、侯部"", ""平—平—上—\n上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0019	P195_T001	13	195	18	至、利、指、比、 死 質、脂部 去—去—上— 上—上	"至、利、指、比、
死"	質、脂部	"去—去—上—
上—上"	至 | 利 | 指 | 比 | 死	去 | 去 | 上 | 上 | 上		《爲吏之道》		"{""cells"": [""13"", ""至、利、指、比、\n死"", ""質、脂部"", ""去—去—上—\n上—上"", """"], ""cells_with_img_placeholders"": [""13"", ""至、利、指、比、\n死"", ""質、脂部"", ""去—去—上—\n上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0020	P195_T001	14	195	19	歸、遺、追 微部 平—平—平	歸、遺、追	微部	平—平—平	歸 | 遺 | 追	平 | 平 | 平		《爲吏之道》		"{""cells"": [""14"", ""歸、遺、追"", ""微部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""14"", ""歸、遺、追"", ""微部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0021	P195_T001	14	195	20	賞、長 陽部 上—上	賞、長	陽部	上—上	賞 | 長	上 | 上		《爲吏之道》		"{""cells"": ["""", ""賞、長"", ""陽部"", ""上—上"", """"], ""cells_with_img_placeholders"": ["""", ""賞、長"", ""陽部"", ""上—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0022	P195_T001	15	195	21	盟、當、光、敬 陽、耕部 平—去—平—去	盟、當、光、敬	陽、耕部	平—去—平—去	盟 | 當 | 光 | 敬	平 | 去 | 平 | 去		《爲吏之道》		"{""cells"": [""15"", ""盟、當、光、敬"", ""陽、耕部"", ""平—去—平—去"", """"], ""cells_with_img_placeholders"": [""15"", ""盟、當、光、敬"", ""陽、耕部"", ""平—去—平—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0023	P195_T001	16	195	22	喜、起、治、聚 之、侯部 上—上—去—上	喜、起、治、聚	之、侯部	上—上—去—上	喜 | 起 | 治 | 聚	上 | 上 | 去 | 上		《爲吏之道》		"{""cells"": [""16"", ""喜、起、治、聚"", ""之、侯部"", ""上—上—去—上"", """"], ""cells_with_img_placeholders"": [""16"", ""喜、起、治、聚"", ""之、侯部"", ""上—上—去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0024	P195_T001	17	195	23	治、期 之部 去—平	治、期	之部	去—平	治 | 期	去 | 平		《爲吏之道》		"{""cells"": [""17"", ""治、期"", ""之部"", ""去—平"", """"], ""cells_with_img_placeholders"": [""17"", ""治、期"", ""之部"", ""去—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0025	P195_T001	17	195	24	步、懼 魚部 去—去	步、懼	魚部	去—去	步 | 懼	去 | 去		《爲吏之道》		"{""cells"": ["""", ""步、懼"", ""魚部"", ""去—去"", """"], ""cells_with_img_placeholders"": ["""", ""步、懼"", ""魚部"", ""去—去"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0026	P195_T001	18	195	25	諰、鄙、治、茝 之部 上—上—去—上	諰、鄙、治、茝	之部	上—上—去—上	諰 | 鄙 | 治 | 茝	上 | 上 | 去 | 上		《爲吏之道》		"{""cells"": [""18"", ""諰、鄙、治、茝"", ""之部"", ""上—上—去—上"", """"], ""cells_with_img_placeholders"": [""18"", ""諰、鄙、治、茝"", ""之部"", ""上—上—去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0027	P195_T001	19	195	26	賴、矢 月、脂部 去—上	賴、矢	月、脂部	去—上	賴 | 矢	去 | 上		《爲吏之道》		"{""cells"": [""19"", ""賴、矢"", ""月、脂部"", ""去—上"", """"], ""cells_with_img_placeholders"": [""19"", ""賴、矢"", ""月、脂部"", ""去—上"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0028	P195_T001	19	195	27	息、牧、賊 職部 入—入—入	息、牧、賊	職部	入—入—入	息 | 牧 | 賊	入 | 入 | 入		《爲吏之道》		"{""cells"": ["""", ""息、牧、賊"", ""職部"", ""入—入—入"", """"], ""cells_with_img_placeholders"": ["""", ""息、牧、賊"", ""職部"", ""入—入—入"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0029	P195_T001	20	195	28	徵、興、乘 蒸部 平—平—平	徵、興、乘	蒸部	平—平—平	徵 | 興 | 乘	平 | 平 | 平		《爲吏之道》		"{""cells"": [""20"", ""徵、興、乘"", ""蒸部"", ""平—平—平"", """"], ""cells_with_img_placeholders"": [""20"", ""徵、興、乘"", ""蒸部"", ""平—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
ROW_P195_T001_p195_r0030	P195_T001	21	195	29	教、驕、昭 宵部 去—平—平	教、驕、昭	宵部	去—平—平	教 | 驕 | 昭	去 | 平 | 平		《爲吏之道》		"{""cells"": [""21"", ""教、驕、昭"", ""宵部"", ""去—平—平"", """"], ""cells_with_img_placeholders"": [""21"", ""教、驕、昭"", ""宵部"", ""去—平—平"", """"], ""cell_image_map"": [[], [], [], [], []], ""token_image_map"": [[], [], []], ""has_images"": true}"	IMG_p195_001,IMG_p195_002
